season,year,hour,holiday,weekday,working_day,weather_situation,temperature,humidity,wind_speed,registered,count,i_hour
3,0,6,0,5,1,1,22.080000000000002,52.260000000000005,13.43,94,101,0
3,0,21,0,5,1,1,24.9,32.16,13.43,153,226,0
2,0,4,1,1,0,1,21.14,62.98,16.42,4,6,0
3,1,23,0,4,1,1,26.78,32.16,13.43,145,171,0
4,1,23,0,2,1,1,7.98,32.83,8.959999999999999,80,81,0
2,0,12,0,6,0,1,24.9,21.44,16.42,270,420,0
2,1,17,0,6,0,2,21.14,22.11,25.369999999999997,309,560,1
2,0,17,0,6,0,1,9.86,36.18,35.82,95,184,1
3,0,11,0,0,0,1,27.72,41.54,10.45,175,390,0
2,1,16,0,0,0,1,25.839999999999996,26.130000000000003,35.82,330,616,1
1,1,20,0,0,0,1,2.34,31.49,32.84,63,72,1
1,1,9,0,5,1,1,2.34,36.85,16.42,265,275,1
3,0,2,0,5,1,1,21.14,58.96,13.43,16,20,0
3,0,14,0,2,1,1,32.42,33.5,19.400000000000002,111,152,0
4,0,19,0,3,1,1,9.86,38.86,38.81,116,122,1
3,0,23,0,2,1,1,22.080000000000002,52.260000000000005,10.45,59,74,0
3,0,17,0,0,0,1,27.72,41.54,13.43,196,329,1
3,1,13,0,6,0,1,33.36,20.099999999999998,25.369999999999997,323,428,0
4,0,4,0,6,0,1,5.160000000000002,37.52,32.84,5,8,0
1,1,7,0,5,1,2,11.739999999999998,67.0,29.849999999999998,128,134,1
4,0,4,0,5,1,2,15.5,39.53,19.400000000000002,4,5,0
4,0,4,0,6,0,1,18.320000000000004,62.98,10.45,7,8,0
4,1,15,0,4,1,2,7.98,38.19,19.400000000000002,216,249,0
4,1,3,0,0,0,2,15.5,42.21,32.84,61,79,0
1,1,15,0,6,0,1,11.739999999999998,27.47,25.369999999999997,270,499,0
1,0,19,0,6,0,2,2.34,46.23,25.369999999999997,52,58,1
4,1,11,1,1,0,2,10.8,41.54,8.959999999999999,236,308,0
3,0,3,1,1,0,1,22.080000000000002,52.260000000000005,0.0,13,26,0
2,0,1,0,4,1,1,15.5,62.98,0.0,4,6,0
1,1,5,0,0,0,3,-0.47999999999999954,49.58,22.39,2,3,0
1,1,0,0,6,0,2,6.1,46.9,13.43,50,53,0
1,0,11,0,5,1,1,7.040000000000001,44.22,19.400000000000002,126,171,0
1,1,10,0,4,1,3,11.739999999999998,51.59,10.45,72,78,1
1,0,18,0,2,1,1,2.34,31.49,13.43,161,167,1
1,0,22,0,0,0,1,3.2799999999999994,29.48,29.849999999999998,9,9,0
3,1,2,0,6,0,1,25.839999999999996,46.9,0.0,76,90,0
1,0,8,0,0,0,2,2.34,42.88,19.400000000000002,11,12,1
2,1,3,0,3,1,1,18.320000000000004,58.96,10.45,5,6,0
3,0,22,0,1,1,1,21.14,38.19,13.43,119,142,0
4,1,4,0,4,1,2,4.220000000000001,37.52,19.400000000000002,8,8,0
2,0,9,0,0,0,1,18.320000000000004,34.84,22.39,112,160,1
3,0,18,0,3,1,1,26.78,36.85,29.849999999999998,519,621,1
1,1,4,0,1,1,1,1.4000000000000004,34.17,13.43,5,5,0
1,0,12,0,5,1,2,7.98,35.510000000000005,25.369999999999997,96,111,0
4,0,0,0,2,1,1,2.34,53.6,0.0,16,17,0
4,0,8,0,3,1,3,21.14,62.98,22.39,270,287,1
3,0,1,0,2,1,1,24.9,52.93,8.959999999999999,8,14,0
4,1,20,0,5,1,1,20.2,52.260000000000005,13.43,306,372,1
3,0,18,0,4,1,3,14.559999999999999,44.89,61.19,222,244,1
2,1,7,0,1,1,3,6.1,54.27,25.369999999999997,206,207,1
2,0,3,0,1,1,1,2.34,29.48,16.42,2,2,0
2,0,22,0,4,1,3,21.14,55.61,25.369999999999997,127,151,0
1,1,1,0,0,0,1,2.34,31.49,19.400000000000002,19,20,0
2,1,14,0,6,0,1,11.739999999999998,25.46,10.45,293,440,0
1,1,17,0,5,1,2,7.98,28.14,19.400000000000002,381,396,1
3,0,17,0,4,1,1,32.42,24.119999999999997,25.369999999999997,489,569,1
4,1,1,0,2,1,3,8.919999999999998,58.29,22.39,13,13,0
4,1,23,0,4,1,2,17.380000000000003,55.61,0.0,111,117,0
4,1,16,0,4,1,2,25.839999999999996,38.86,32.84,399,472,1
2,1,4,0,0,0,3,16.44,55.61,16.42,7,16,0
4,1,21,0,0,0,1,12.68,44.89,22.39,127,171,0
4,0,18,0,4,1,1,13.620000000000001,42.21,13.43,409,433,1
2,0,6,0,2,1,2,16.44,62.98,16.42,102,109,0
4,0,23,0,6,0,1,1.4000000000000004,50.25,0.0,63,69,0
4,1,17,0,0,0,3,13.620000000000001,51.59,52.239999999999995,188,225,1
4,0,14,0,0,0,1,11.739999999999998,25.46,19.400000000000002,209,300,0
2,1,6,0,3,1,2,22.080000000000002,59.63,8.959999999999999,156,165,0
4,1,7,0,4,1,2,8.919999999999998,38.19,16.42,414,420,1
2,1,3,0,5,1,1,16.44,58.96,10.45,6,10,0
1,0,1,0,4,1,1,4.220000000000001,37.52,0.0,3,5,0
4,0,9,0,6,0,1,16.44,32.16,29.849999999999998,157,207,1
2,1,10,0,1,1,2,16.44,51.59,19.400000000000002,128,190,1
4,0,23,0,2,1,1,7.98,58.29,0.0,61,72,0
2,0,2,0,2,1,1,12.68,62.98,8.959999999999999,1,1,0
2,1,6,0,4,1,1,12.68,48.239999999999995,22.39,130,139,0
3,1,16,0,0,0,1,22.080000000000002,29.48,16.42,402,596,1
1,0,5,0,5,1,1,3.2799999999999994,40.199999999999996,41.79,4,5,0
3,0,15,0,1,1,1,32.42,37.52,41.79,108,146,0
2,1,8,0,2,1,1,24.9,49.58,19.400000000000002,588,634,1
1,0,14,0,0,0,3,8.919999999999998,50.92,19.400000000000002,55,59,0
1,0,7,0,3,1,3,2.34,58.29,29.849999999999998,29,30,1
4,1,3,1,1,0,1,7.98,54.27,10.45,8,10,0
3,0,2,0,3,1,1,17.380000000000003,62.98,0.0,5,6,0
2,0,2,0,1,1,1,22.080000000000002,59.63,8.959999999999999,0,2,0
1,1,10,0,4,1,1,2.34,34.17,22.39,90,97,1
1,0,2,0,3,1,3,2.34,62.31,13.43,0,4,0
1,0,12,0,2,1,2,4.220000000000001,37.52,8.959999999999999,85,106,0
3,1,8,0,6,0,1,22.080000000000002,46.23,25.369999999999997,161,189,1
4,0,2,0,4,1,2,7.040000000000001,46.9,13.43,5,7,0
3,0,21,0,1,1,1,27.72,38.86,8.959999999999999,156,186,0
1,1,1,0,5,1,2,5.160000000000002,40.87,8.959999999999999,11,13,0
2,0,5,0,2,1,2,17.380000000000003,45.56,13.43,15,16,0
3,0,1,0,4,1,1,25.839999999999996,34.17,0.0,26,29,0
1,1,20,0,6,0,2,-0.47999999999999954,28.81,55.22,62,63,1
3,0,2,0,5,1,2,24.9,49.58,16.42,12,22,0
2,1,8,0,0,0,1,10.8,20.099999999999998,19.400000000000002,65,84,1
3,0,5,0,3,1,1,18.320000000000004,48.91,10.45,26,27,0
1,1,12,0,2,1,1,11.739999999999998,25.46,29.849999999999998,127,140,0
3,0,3,0,4,1,3,23.020000000000003,62.98,8.959999999999999,3,3,0
1,1,17,0,1,1,1,17.380000000000003,16.08,44.78,503,529,1
1,0,5,0,3,1,1,-5.18,30.150000000000002,10.45,7,7,0
1,1,9,1,1,0,1,1.4000000000000004,39.53,35.82,98,110,1
3,0,2,0,4,1,1,25.839999999999996,36.18,10.45,5,7,0
1,1,8,1,1,0,1,3.2799999999999994,23.45,25.369999999999997,51,53,1
1,0,20,0,2,1,1,3.2799999999999994,43.550000000000004,19.400000000000002,103,119,1
1,1,13,0,0,0,1,1.4000000000000004,22.78,28.360000000000003,184,224,0
1,1,8,0,6,0,1,4.220000000000001,32.16,29.849999999999998,90,93,1
2,0,10,0,5,1,2,8.919999999999998,47.57,28.360000000000003,63,73,1
3,1,12,0,1,1,1,31.479999999999997,21.44,19.400000000000002,183,257,0
2,1,4,0,0,0,2,17.380000000000003,45.56,19.400000000000002,7,9,0
3,0,11,0,1,1,2,24.9,38.86,0.0,95,150,0
1,1,20,0,3,1,3,7.040000000000001,62.31,25.369999999999997,32,32,1
1,1,12,0,6,0,1,6.1,40.87,28.360000000000003,244,314,0
2,1,4,0,6,0,1,12.68,44.89,10.45,6,9,0
2,1,12,0,1,1,1,12.68,29.48,44.78,181,281,0
1,0,8,0,2,1,2,0.4599999999999991,34.17,8.959999999999999,214,217,1
4,1,3,0,4,1,2,16.44,58.96,13.43,8,8,0
1,1,19,0,2,1,1,7.98,30.82,29.849999999999998,278,287,1
3,0,11,0,2,1,1,25.839999999999996,24.79,19.400000000000002,115,175,0
3,1,5,0,4,1,1,21.14,48.91,10.45,40,44,0
4,1,22,0,2,1,1,20.2,37.52,28.360000000000003,174,188,0
1,0,1,0,6,0,1,3.2799999999999994,43.550000000000004,19.400000000000002,15,18,0
2,1,10,0,6,0,1,20.2,42.88,28.360000000000003,299,482,1
4,0,9,0,1,1,2,8.919999999999998,58.29,8.959999999999999,178,190,1
3,0,0,0,1,1,1,24.9,43.550000000000004,19.400000000000002,25,35,0
3,0,20,0,5,1,2,15.5,36.85,0.0,184,225,1
2,0,0,0,5,1,1,3.2799999999999994,40.199999999999996,19.400000000000002,17,18,0
3,0,21,0,3,1,3,22.080000000000002,59.63,8.959999999999999,34,38,0
1,0,23,1,1,0,3,1.4000000000000004,50.25,41.79,2,2,0
1,1,9,0,3,1,2,8.919999999999998,47.57,19.400000000000002,267,276,1
3,1,15,0,0,0,3,22.080000000000002,59.63,28.360000000000003,259,391,0
1,1,21,0,2,1,1,8.919999999999998,47.57,0.0,154,172,0
3,0,4,0,0,0,3,23.96,43.550000000000004,8.959999999999999,2,5,0
2,0,4,0,2,1,1,11.739999999999998,41.54,25.369999999999997,2,2,0
2,1,23,0,1,1,1,12.68,29.48,29.849999999999998,61,67,0
2,0,19,0,6,0,1,17.380000000000003,28.81,13.43,237,387,1
3,1,9,0,1,1,1,27.72,41.54,16.42,297,348,1
2,1,6,0,6,0,1,15.5,54.94,22.39,21,31,0
1,1,10,0,3,1,1,-5.18,30.150000000000002,0.0,57,64,1
4,0,7,0,6,0,1,4.220000000000001,58.29,10.45,13,17,1
3,0,10,1,1,0,2,24.9,46.9,16.42,137,244,1
1,1,18,0,6,0,1,11.739999999999998,27.47,22.39,201,241,1
4,1,4,0,3,1,2,4.220000000000001,46.9,19.400000000000002,4,4,0
3,0,7,0,6,0,1,23.96,55.61,16.42,49,63,1
1,1,21,0,4,1,1,6.1,34.84,8.959999999999999,169,177,0
3,1,14,0,4,1,1,27.72,32.16,13.43,199,273,0
1,1,6,0,6,0,1,2.34,29.48,28.360000000000003,11,12,0
2,0,19,0,1,1,2,21.14,46.23,13.43,268,314,1
4,1,9,0,0,0,1,7.040000000000001,46.9,25.369999999999997,155,204,1
2,1,13,1,1,0,1,26.78,30.150000000000002,29.849999999999998,184,263,0
3,0,15,0,6,0,1,25.839999999999996,46.9,16.42,201,388,0
3,1,14,0,1,1,1,28.660000000000004,28.81,25.369999999999997,161,251,0
3,1,2,0,5,1,1,18.320000000000004,48.91,0.0,23,30,0
1,1,4,0,5,1,1,4.220000000000001,37.52,8.959999999999999,2,2,0
3,0,17,0,3,1,1,30.54,17.42,41.79,492,570,1
2,0,12,0,2,1,2,29.6,30.82,28.360000000000003,141,183,0
3,0,18,0,0,0,1,23.96,43.550000000000004,29.849999999999998,229,339,1
2,1,14,0,1,1,2,30.54,22.78,28.360000000000003,193,259,0
4,1,7,1,1,0,2,7.98,50.92,16.42,151,154,1
2,1,12,0,4,1,1,24.9,28.14,0.0,274,336,0
3,1,4,0,0,0,1,28.660000000000004,44.22,10.45,11,13,0
4,1,21,0,5,1,1,13.620000000000001,31.49,25.369999999999997,75,98,0
4,0,17,0,2,1,2,20.2,52.260000000000005,25.369999999999997,534,604,1
3,0,10,0,1,1,1,23.96,46.23,28.360000000000003,87,141,1
2,0,3,0,5,1,1,23.020000000000003,43.550000000000004,8.959999999999999,11,12,0
2,1,1,0,0,0,1,22.080000000000002,48.91,13.43,84,116,0
1,1,6,0,2,1,1,6.1,30.150000000000002,32.84,100,101,0
1,0,7,0,4,1,1,-3.3,33.5,41.79,99,99,1
4,1,3,0,0,0,1,7.98,54.27,0.0,39,48,0
2,0,19,0,2,1,1,27.72,32.16,25.369999999999997,355,424,1
4,1,13,0,1,1,1,19.259999999999998,37.52,8.959999999999999,240,321,0
2,0,20,0,6,0,3,17.380000000000003,62.98,13.43,115,157,1
3,1,11,0,3,1,1,20.2,28.81,25.369999999999997,203,247,0
4,1,13,0,3,1,1,23.020000000000003,36.18,0.0,241,306,0
2,0,8,0,0,0,2,9.86,62.98,8.959999999999999,38,55,1
4,1,12,0,4,1,2,25.839999999999996,36.18,19.400000000000002,231,288,0
4,0,18,0,1,1,1,13.620000000000001,39.53,10.45,407,425,1
4,0,17,0,3,1,3,18.320000000000004,62.98,16.42,170,181,1
3,0,1,0,1,1,1,18.320000000000004,58.96,0.0,11,12,0
4,0,11,0,3,1,3,16.44,62.98,25.369999999999997,116,149,0
1,1,18,0,2,1,1,11.739999999999998,18.76,16.42,432,449,1
2,1,5,0,2,1,2,16.44,48.239999999999995,28.360000000000003,20,20,0
1,0,18,0,4,1,1,1.4000000000000004,26.8,32.84,141,144,1
4,0,20,0,6,0,1,6.1,40.87,8.959999999999999,110,127,1
4,0,0,0,3,1,1,20.2,58.96,0.0,29,36,0
3,0,8,0,5,1,1,23.020000000000003,55.61,10.45,387,404,1
1,1,8,0,4,1,1,1.4000000000000004,42.88,25.369999999999997,473,484,1
2,1,20,0,4,1,1,12.68,22.11,25.369999999999997,254,280,1
1,0,2,0,0,0,1,6.1,34.84,28.360000000000003,24,30,0
4,1,1,0,4,1,1,2.34,42.88,8.959999999999999,15,16,0
3,0,12,0,3,1,2,26.78,44.22,8.959999999999999,114,152,0
1,1,21,1,2,0,2,6.1,43.550000000000004,19.400000000000002,26,34,0
3,0,12,0,0,0,2,24.9,52.93,22.39,183,281,0
3,0,11,0,2,1,3,17.380000000000003,55.61,38.81,78,89,0
3,1,6,0,3,1,1,19.259999999999998,30.82,28.360000000000003,193,200,0
1,0,16,0,6,0,1,8.919999999999998,30.82,28.360000000000003,130,171,1
1,1,14,0,0,0,2,15.5,51.59,8.959999999999999,303,521,0
1,0,1,0,3,1,1,2.34,46.23,19.400000000000002,4,4,0
1,1,17,0,3,1,1,19.259999999999998,28.81,19.400000000000002,508,539,1
4,1,14,0,5,1,2,24.9,36.18,25.369999999999997,294,399,0
3,0,3,0,6,0,1,21.14,52.260000000000005,0.0,42,51,0
3,0,9,0,4,1,1,22.080000000000002,46.23,10.45,178,207,1
3,0,21,0,5,1,2,22.080000000000002,48.91,8.959999999999999,121,149,0
3,0,12,0,6,0,1,29.6,30.82,25.369999999999997,221,366,0
1,1,2,0,5,1,3,13.620000000000001,62.98,38.81,3,3,0
4,1,9,0,6,0,1,7.98,32.83,22.39,200,248,1
1,1,11,0,6,0,2,0.4599999999999991,57.62,10.45,62,63,0
1,0,1,0,2,1,2,-0.47999999999999954,46.23,16.42,5,5,0
2,1,6,0,2,1,3,18.320000000000004,58.96,10.45,129,137,0
4,0,20,0,5,1,1,8.919999999999998,28.81,28.360000000000003,171,186,1
4,1,14,0,1,1,2,20.2,28.81,10.45,193,244,0
4,0,9,0,3,1,2,14.559999999999999,42.21,22.39,226,240,1
2,0,20,0,4,1,1,24.9,16.08,19.400000000000002,286,337,1
4,0,14,0,1,1,1,8.919999999999998,30.82,22.39,107,137,0
1,1,7,0,3,1,1,7.040000000000001,50.92,8.959999999999999,292,302,1
3,0,6,0,2,1,1,23.020000000000003,49.58,8.959999999999999,91,94,0
2,1,9,1,1,0,1,21.14,46.23,22.39,238,297,1
2,0,6,0,1,1,2,15.5,67.0,0.0,59,66,0
2,0,16,0,5,1,3,7.98,58.29,13.43,58,62,1
4,0,0,0,4,1,1,7.040000000000001,46.9,16.42,45,50,0
3,0,15,0,3,1,1,32.42,17.42,25.369999999999997,103,140,0
4,1,8,0,0,0,1,11.739999999999998,44.89,0.0,104,143,1
2,0,14,0,1,1,1,23.96,34.17,0.0,117,193,0
2,1,10,0,0,0,1,23.020000000000003,22.78,29.849999999999998,258,432,1
1,1,4,0,3,1,1,1.4000000000000004,53.6,13.43,2,2,0
2,0,12,0,2,1,3,18.320000000000004,55.61,41.79,115,153,0
1,1,7,0,1,1,1,-0.47999999999999954,57.62,10.45,229,234,1
2,0,22,0,0,0,1,23.020000000000003,59.63,13.43,93,171,0
2,0,23,0,3,1,1,10.8,47.57,13.43,57,62,0
4,0,23,0,0,0,1,14.559999999999999,48.239999999999995,25.369999999999997,27,32,0
2,1,6,0,3,1,1,14.559999999999999,51.59,0.0,165,172,0
3,0,16,0,2,1,1,26.78,24.79,16.42,295,337,1
2,1,4,0,3,1,2,21.14,58.96,13.43,6,6,0
1,1,16,0,0,0,2,12.68,36.18,29.849999999999998,147,215,1
4,1,21,0,4,1,2,16.44,58.96,13.43,247,271,0
2,1,12,0,4,1,1,20.2,28.81,19.400000000000002,276,348,0
1,1,15,0,2,1,2,21.14,46.23,10.45,177,244,0
3,0,1,0,5,1,1,21.14,48.91,19.400000000000002,13,20,0
2,1,20,0,2,1,2,22.080000000000002,46.23,28.360000000000003,262,302,1
4,0,0,0,3,1,2,14.559999999999999,62.98,25.369999999999997,14,16,0
4,0,20,0,3,1,1,8.919999999999998,41.54,38.81,67,68,1
3,1,10,0,6,0,1,26.78,46.9,38.81,322,422,1
4,1,14,0,6,0,1,11.739999999999998,25.46,19.400000000000002,380,555,0
3,0,21,0,3,1,1,25.839999999999996,41.54,22.39,192,230,0
3,1,22,0,5,1,3,23.020000000000003,55.61,19.400000000000002,170,213,0
1,1,6,0,2,1,1,1.4000000000000004,50.25,0.0,83,86,0
1,1,4,0,4,1,3,8.919999999999998,62.31,19.400000000000002,2,2,0
4,1,16,0,3,1,1,8.919999999999998,19.43,25.369999999999997,316,325,1
1,1,5,0,5,1,2,1.4000000000000004,53.6,13.43,13,13,0
1,1,2,0,2,1,3,16.44,48.239999999999995,29.849999999999998,1,1,0
2,1,7,0,0,0,1,16.44,45.56,19.400000000000002,55,90,1
2,1,22,0,5,1,1,11.739999999999998,25.46,25.369999999999997,134,158,0
3,0,18,0,2,1,1,27.72,30.150000000000002,22.39,516,570,1
2,1,23,0,1,1,1,7.040000000000001,50.92,16.42,49,59,0
3,0,9,0,6,0,1,30.54,30.82,29.849999999999998,125,174,1
1,0,17,0,6,0,1,13.620000000000001,29.48,32.84,114,213,1
3,0,9,1,1,0,3,23.96,49.58,16.42,89,152,1
3,1,17,0,6,0,2,30.54,34.84,0.0,258,463,1
1,1,8,0,1,1,1,-0.47999999999999954,57.62,13.43,434,444,1
4,1,23,0,0,0,1,8.919999999999998,62.31,13.43,68,80,0
3,1,16,0,6,0,2,31.479999999999997,32.83,16.42,253,462,1
2,0,20,0,2,1,1,8.919999999999998,14.07,8.959999999999999,119,132,1
1,0,12,0,5,1,1,7.040000000000001,38.19,13.43,159,197,0
4,1,23,0,1,1,1,7.98,44.22,10.45,72,74,0
3,1,6,0,6,0,1,24.9,56.28,22.39,37,49,0
3,0,8,0,5,1,1,21.14,52.260000000000005,19.400000000000002,434,456,1
4,1,14,0,5,1,1,11.739999999999998,23.45,10.45,204,251,0
3,0,23,0,0,0,3,20.2,55.61,0.0,22,27,0
1,1,2,0,1,1,1,-1.419999999999999,30.82,19.400000000000002,4,4,0
2,0,3,0,1,1,1,13.620000000000001,54.94,8.959999999999999,7,7,0
1,1,22,0,2,1,1,12.68,23.45,29.849999999999998,118,129,0
2,1,9,0,4,1,2,15.5,62.98,8.959999999999999,277,318,1
4,1,21,0,0,0,1,11.739999999999998,36.18,16.42,124,166,0
1,0,12,0,2,1,2,1.4000000000000004,34.17,10.45,55,57,0
3,0,4,0,3,1,1,25.839999999999996,34.17,19.400000000000002,3,4,0
4,0,8,0,2,1,1,15.5,51.59,8.959999999999999,474,499,1
1,0,15,0,3,1,1,6.1,18.76,19.400000000000002,55,62,0
3,1,15,0,4,1,1,35.24,22.11,16.42,154,194,0
4,0,2,0,0,0,1,8.919999999999998,38.19,10.45,48,57,0
4,1,19,0,3,1,2,10.8,33.5,19.400000000000002,383,410,1
4,1,15,0,0,0,1,6.1,28.14,25.369999999999997,209,245,0
4,1,22,0,5,1,1,8.919999999999998,30.82,25.369999999999997,135,149,0
3,0,4,0,1,1,1,25.839999999999996,56.28,8.959999999999999,6,6,0
2,1,19,0,0,0,1,22.080000000000002,35.510000000000005,16.42,244,390,1
3,0,14,0,1,1,1,26.78,36.85,8.959999999999999,95,151,0
3,0,16,0,2,1,1,32.42,26.130000000000003,29.849999999999998,228,285,1
4,1,10,0,6,0,1,17.380000000000003,37.52,25.369999999999997,338,472,1
3,1,10,0,2,1,1,23.020000000000003,40.87,10.45,120,178,1
3,0,19,0,5,1,1,24.9,30.150000000000002,22.39,280,394,1
3,1,15,0,5,1,1,29.6,36.85,25.369999999999997,265,331,0
3,1,15,0,2,1,3,20.2,58.96,25.369999999999997,35,36,0
4,0,4,0,2,1,2,16.44,58.96,13.43,5,5,0
4,0,19,0,2,1,1,11.739999999999998,38.86,8.959999999999999,274,313,1
2,0,22,0,6,0,2,25.839999999999996,41.54,13.43,105,161,0
4,1,5,0,4,1,2,6.1,40.87,22.39,34,37,0
2,0,7,0,3,1,1,17.380000000000003,40.199999999999996,13.43,348,370,1
1,0,18,0,6,0,1,-1.419999999999999,26.130000000000003,29.849999999999998,52,55,1
3,0,4,0,6,0,1,22.080000000000002,55.61,22.39,4,6,0
2,1,16,0,4,1,1,25.839999999999996,22.78,22.39,389,466,1
1,1,4,0,2,1,2,6.1,46.9,0.0,3,3,0
4,0,7,0,1,1,1,11.739999999999998,58.96,0.0,270,277,1
1,0,19,0,4,1,2,12.68,41.54,0.0,130,142,1
3,0,15,0,6,0,1,36.18,25.46,0.0,137,215,0
3,1,21,0,0,0,1,25.839999999999996,34.17,8.959999999999999,142,220,0
3,0,20,0,6,0,1,23.020000000000003,46.23,10.45,167,245,1
1,1,8,0,0,0,1,0.4599999999999991,26.8,13.43,61,70,1
3,1,14,0,0,0,1,34.300000000000004,24.79,25.369999999999997,314,476,0
3,1,20,0,0,0,1,20.2,35.510000000000005,10.45,267,324,1
4,1,14,0,4,1,2,21.14,33.5,29.849999999999998,191,285,0
4,1,19,0,3,1,1,7.040000000000001,24.119999999999997,16.42,378,387,1
2,1,19,0,3,1,3,15.5,51.59,35.82,96,98,1
1,0,6,0,0,0,3,11.739999999999998,51.59,29.849999999999998,2,2,0
3,0,3,0,3,1,1,18.320000000000004,52.260000000000005,0.0,4,6,0
2,0,15,0,0,0,2,15.5,48.239999999999995,0.0,153,266,0
2,1,8,0,3,1,3,14.559999999999999,62.98,10.45,502,535,1
1,1,19,0,2,1,1,9.86,30.82,10.45,270,281,1
2,0,16,0,5,1,1,20.2,26.8,25.369999999999997,262,344,1
3,1,4,0,3,1,1,24.9,56.28,0.0,6,7,0
3,0,6,0,1,1,1,22.080000000000002,55.61,10.45,95,105,0
4,1,13,1,1,0,2,11.739999999999998,41.54,19.400000000000002,323,405,0
1,1,8,0,5,1,1,3.2799999999999994,43.550000000000004,22.39,429,441,1
3,1,6,0,3,1,1,22.080000000000002,52.260000000000005,13.43,179,185,0
4,1,13,0,4,1,2,25.839999999999996,38.86,32.84,231,294,0
1,0,0,0,5,1,3,7.040000000000001,62.31,0.0,8,9,0
2,1,2,0,5,1,2,21.14,55.61,0.0,16,23,0
3,0,23,0,2,1,1,28.660000000000004,34.84,0.0,59,79,0
3,0,9,0,3,1,1,22.080000000000002,46.23,25.369999999999997,169,213,1
4,1,22,0,5,1,1,20.2,48.91,28.360000000000003,201,264,0
3,0,19,0,3,1,2,29.6,34.84,25.369999999999997,280,342,1
3,0,17,0,5,1,1,24.9,52.93,25.369999999999997,451,505,1
4,1,15,0,1,1,1,20.2,52.260000000000005,32.84,190,260,0
3,0,18,0,4,1,1,31.479999999999997,29.48,29.849999999999998,492,562,1
1,0,17,0,3,1,1,3.2799999999999994,25.46,19.400000000000002,186,190,1
1,1,3,1,1,0,2,3.2799999999999994,54.27,19.400000000000002,8,8,0
4,0,19,1,5,0,1,7.040000000000001,26.130000000000003,16.42,182,199,1
3,0,23,0,6,0,1,27.72,36.85,8.959999999999999,114,177,0
4,1,2,0,3,1,2,19.259999999999998,42.88,28.360000000000003,15,17,0
3,1,6,0,5,1,2,24.9,36.18,0.0,120,127,0
3,1,14,0,4,1,1,33.36,21.44,22.39,161,247,0
4,1,0,0,1,1,1,10.8,41.54,0.0,28,31,0
4,0,11,0,1,1,2,4.220000000000001,40.199999999999996,8.959999999999999,100,115,0
2,1,12,0,3,1,2,23.96,29.48,41.79,241,334,0
3,0,0,0,2,1,3,17.380000000000003,62.98,35.82,7,8,0
1,1,3,0,4,1,1,13.620000000000001,62.98,22.39,3,3,0
3,0,0,0,4,1,1,23.020000000000003,59.63,13.43,29,35,0
3,0,6,0,3,1,3,20.2,58.96,10.45,74,75,0
3,1,5,0,2,1,1,23.020000000000003,55.61,13.43,39,42,0
4,1,5,0,0,0,1,12.68,48.239999999999995,0.0,9,10,0
4,0,2,0,0,0,1,0.4599999999999991,36.85,25.369999999999997,47,52,0
3,1,22,0,3,1,1,22.080000000000002,48.91,0.0,226,281,0
3,0,2,0,2,1,1,23.020000000000003,49.58,8.959999999999999,5,13,0
3,1,16,0,5,1,1,34.300000000000004,20.77,22.39,313,380,1
3,1,22,0,5,1,2,21.14,55.61,19.400000000000002,122,135,0
1,1,11,0,4,1,1,-0.47999999999999954,36.85,16.42,93,99,0
1,0,1,1,1,0,2,7.98,28.14,32.84,11,13,0
4,1,18,0,0,0,1,19.259999999999998,40.199999999999996,25.369999999999997,319,453,1
1,1,1,0,1,1,1,3.2799999999999994,40.199999999999996,13.43,4,5,0
3,1,15,1,1,0,1,26.78,46.9,22.39,281,449,0
4,0,12,0,6,0,1,10.8,23.45,28.360000000000003,218,311,0
4,1,10,0,0,0,1,7.98,44.22,29.849999999999998,250,329,1
4,0,17,0,6,0,2,13.620000000000001,31.49,13.43,122,184,1
1,0,4,0,0,0,2,1.4000000000000004,46.23,16.42,2,2,0
4,0,13,0,0,0,1,20.2,23.45,29.849999999999998,269,438,0
3,0,1,0,0,0,2,24.9,40.87,16.42,55,78,0
3,1,11,0,0,0,1,26.78,28.14,16.42,282,449,0
2,0,3,0,1,1,1,19.259999999999998,58.96,0.0,3,5,0
3,0,5,0,3,1,2,18.320000000000004,67.0,13.43,15,16,0
4,0,1,0,2,1,1,12.68,51.59,13.43,6,11,0
3,1,10,0,4,1,1,25.839999999999996,36.18,0.0,161,234,1
1,1,19,0,6,0,1,1.4000000000000004,31.49,22.39,90,102,1
3,1,13,0,2,1,1,30.54,28.81,29.849999999999998,232,288,0
3,0,2,0,3,1,1,19.259999999999998,45.56,13.43,4,6,0
4,1,7,0,1,1,1,12.68,51.59,16.42,470,483,1
2,0,14,0,5,1,2,16.44,58.29,28.360000000000003,120,190,0
4,0,12,1,5,0,1,7.98,28.14,46.27,198,239,0
4,0,8,0,2,1,3,9.86,62.98,22.39,185,190,1
4,0,11,0,3,1,1,11.739999999999998,47.57,13.43,117,144,0
4,0,0,0,3,1,1,8.919999999999998,41.54,41.79,23,24,0
1,0,23,0,2,1,2,2.34,29.48,8.959999999999999,20,20,0
4,0,9,0,1,1,2,22.080000000000002,59.63,19.400000000000002,161,205,1
1,0,10,0,6,0,1,9.86,50.92,25.369999999999997,24,36,1
2,0,5,0,1,1,2,13.620000000000001,67.0,0.0,14,17,0
3,0,1,0,3,1,3,17.380000000000003,62.98,25.369999999999997,3,5,0
